name,prefecture,city,lv01Nm,link,hyoka,comi,yado,onsen_num,dai,roten,sauna,kinen,kokyu,tanjun,enka,tansan,iou,housya,ryusan,sansei,gantetsu,nisan,youso,latitude,longitude,都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
富士河口湖温泉,山梨県,富士河口湖町,船津,http://www.fujisan.ne.jp,4.07,24039,51,46,34,28,13,50,7,True,True,True,False,True,True,False,False,False,False,35.496232,138.75507,山梨県,石和地区No.９.,138.0,39.0,2.0,35.0,39.0,47.0,0,不明,温泉・鉱泉,146,0,0,47.2,0,0,8.6,0.0,0,0,0,0.0,0,0,0,0,0,0,222,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,150,0,0,0,0.368,32,0.8,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1962,山梨県甲府盆地の温泉の地球化学的研究－定期観測の温泉－，東邦大学教養紀要，1991
強羅温泉,神奈川県,箱根町,強羅,http://hakone-gora.com,4.24,19287,48,44,28,23,7,42,9,True,True,True,True,True,True,True,False,False,False,35.2513346,139.0490245,神奈川県,信玄館,139.0,3.0,10.0,35.0,26.0,30.0,0,井戸,温泉・鉱泉,0,0,0,32.9,0,0,9.93,7.75,0,0,0,528.6,0,0,0,0,0,0.088,153.0,1.72,0,0,0,0.48200000000000004,19.9,0,0,0.068,0,0.15,0,0,0,0,0,0,0,44.57,0,0,1.45,0,0,0,0,0,260,0,0,0,0,32.6,1.64,0,0,0,0,0,0,0,0,0,1.319,0.446,0,0,0,0,0,0,0,0,1963-09-27 00:00:00,"丹沢山地の温泉鉱泉.神奈川県温研報告,1964"
赤倉温泉,新潟県,妙高市,大字赤倉,http://www.akakura.gr.jp,4.28,2654,52,44,25,6,2,44,0,True,True,True,False,True,True,False,False,False,False,36.8867341,138.1801624,新潟県,中頸城郡板倉町,138.0,18.0,54.0,37.0,0.0,45.0,0,不明,温泉・鉱泉,0,0,0,12.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
河津温泉郷,静岡県,河津町,見高,http://www.kawazu-onsen.com,4.56,4116,51,44,16,28,4,39,3,True,True,False,False,True,True,False,False,False,False,34.7946071,138.9330896,静岡県,熱海市,139.0,4.0,13.0,35.0,5.0,52.0,0,井戸,温泉・鉱泉,300.0,0,0,63.0,0,0,8.0,0.0,0,0,0,9300.0,0,0,0,0,0,0,555.0,15.1,0,0,0,1.7,980.6,0,0,0.6,0,0,0,0.7,0,0,0,0,0,2155.8,0,0,0,0,0,0,0,0,629.2,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,8.2,0.0,0,0,0,0,0,0,0,0,1964,"熱海温泉の熱水系について,地調月報,1969"
水上温泉郷,群馬県,みなかみ町,湯原,http://www.minakami-onsen.com,4.34,15546,49,44,25,26,4,43,4,True,False,True,True,True,True,False,False,False,False,36.783736,138.960023,群馬県,利根郡水上町,139.0,5.0,8.0,36.0,52.0,9.0,0,不明,温泉・鉱泉,0,0,0,80.0,750.0,0,7.6,0.0,0,0,0,0.0,0,0,0,0,0,0,138,9.5,0,0,0,4.4,26.2,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,175,0,0,0,0,91.5,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
松崎温泉郷,静岡県,松崎町,江奈,http://izumatsu-ryokan.jp/,4.23,2657,46,42,15,14,0,35,0,True,True,True,False,True,True,False,False,False,False,34.738536,138.762464,静岡県,根の湯,138.0,55.0,47.0,34.0,58.0,3.0,0,井戸,温泉・鉱泉,0,0,0,0,0,0,8.2,0.0,0,0,0,763.3560000000001,0,0,0,0,0,0,171.8,3.749,0,0,0,1.383,50.71,0,0,0,0,0,0,0,0,0,0,0,0,186.8,0,0,0,0,0,0,0,0,142.8,0,0,0,0,123,1.2429999999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1952,"伊豆修善寺温泉地域の地質及び温泉,地質学雑誌,1959"
伊香保温泉,群馬県,渋川市,伊香保町伊香保,http://www.ikaho-kankou.com,4.13,28488,43,41,34,30,10,41,3,True,True,True,True,True,True,False,True,False,False,36.4916224,138.9151614,群馬県,利根郡水上町,139.0,0.0,56.0,36.0,47.0,42.0,0,不明,温泉・鉱泉,0,0,0,25.7,133.0,0,9.4,0.0,0,0,0,0.0,0,0,0,0,0,0,21.8,0.7,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,30.3,0,0,0,0,42.7,0,0,0,0,0,0,0,0,14.3,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
下呂温泉,岐阜県,下呂市,湯之島,http://www.gero-spa.or.jp,4.16,24715,41,41,33,27,7,39,7,True,False,False,True,False,False,False,False,False,False,35.805407,137.239053,岐阜県,御岳地域,137.0,27.0,13.0,35.0,54.0,53.0,0,湧泉,温泉・鉱泉,0,0,0,42.0,0,0,6.4,0.0,0,0,0,2350.0,0,0,-200.0,0,0,0,389.0,73.0,0,0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,346.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.10.,"中部地方における温泉水中のホウ素の地球化学的研究（第１報）,地球化学,1983"
越後湯沢温泉,新潟県,湯沢町,大字湯沢,https://www.snow-country-tourism.jp/,4.25,11302,43,40,22,17,11,37,1,True,True,False,True,False,True,False,False,False,False,36.93795,138.80853,新潟県,南魚沼郡六日町,138.0,58.0,4.0,37.0,2.0,58.0,0,不明,温泉・鉱泉,200,0,0,26.9,1640.0,0,7.5-8.5,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
別府温泉,大分県,別府市,中央町,http://www.gokuraku-jigoku-beppu.com/,4.12,27369,39,39,30,25,7,39,3,True,True,True,False,True,False,False,False,False,False,33.2788746,131.502199,大分県,0,131.0,40.0,15.0,33.0,14.0,28.0,0,不明,温泉・鉱泉,0,0,0,45.1,0,0,7.73,0.0,0,0,0,0.0,0,0,0,0,0,0,1970.0,288.5,0,0,0,115.7,451.2,0,0,0,0,0,0,0,0,0,0,0,0,4360.0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1992-11-05 00:00:00,"大分市街地の温泉開発の経過と現況,大分県温泉調査研究会報告第48号,1997"
箱根湯本温泉,神奈川県,箱根町,湯本,http://www.hakoneyumoto.com,4.14,23639,42,38,33,36,12,38,7,True,True,False,True,True,True,False,False,False,False,35.2255759375,139.096145629883,神奈川県,松田町寄１番１２３,139.0,9.0,40.0,35.0,21.0,40.0,134.0,井戸,温泉・鉱泉,700.0,0,0,24.3,74.88,0,6.4,0.0,0,0,0,6029.0,0,0,0,0,0,0.06,782.0,5.59,0,0,0,0.17,1245.0,0,0,0,0.14,1.47,0,0,0,0,0,0,0,2595.0,0,0,0,0,0,0,0,0,1139,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0,9.1,0.0,0,4.05,0,0,0,0,0,0,1974.9.11.,"松田町寄（やどろぎ）の塩化カルシウム型温泉（冷鉱泉）,神奈川県温研報告,1976"
山中湖温泉,山梨県,山中湖村,山中,,4.30,3020,41,38,18,12,5,41,3,True,False,False,False,False,False,False,False,False,False,35.421711,138.902692,山梨県,石和地区No.９.,138.0,39.0,2.0,35.0,39.0,47.0,0,不明,温泉・鉱泉,146,0,0,47.2,0,0,8.6,0.0,0,0,0,0.0,0,0,0,0,0,0,222,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,150,0,0,0,0.368,32,0.8,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1962,山梨県甲府盆地の温泉の地球化学的研究－定期観測の温泉－，東邦大学教養紀要，1991
鬼怒川温泉,栃木県,日光市,鬼怒川温泉滝,,4.15,33993,39,37,32,33,17,37,7,True,True,False,False,True,False,False,False,False,False,36.813718,139.709392,栃木県,那須郡那須町,139.0,57.0,10.0,37.0,3.0,51.0,0,不明,温泉・鉱泉,600.0,0,0,30.1,222.0,0,8,0.0,0,0,0,0.0,0,0,0,0,0,0,83.6,7.9,0,0,0,7.3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,24.2,0,0,0,0,0,0,0,0,65.0,0,0,0,0,120.0,0,0,0,0,0,0,0,0,88.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
日光温泉,栃木県,日光市,所野,,4.25,9285,39,37,15,21,3,38,5,True,False,False,False,False,False,False,False,False,False,36.751159,139.608915,栃木県,那須郡塩原町,139.0,51.0,49.0,36.0,58.0,0.0,0,不明,温泉・鉱泉,130.0,0,0,56.8,169.0,0,7.9,0.0,0,0,0,0.0,0,0,0,0,0,0,297.0,13.0,0,0,0,0.5,135.0,0,0,0,0,0,0,0,0,0,0,0,0,40.4,0,0,0,0,0,0,0,0,851.0,0,0,0,0,74.0,0,0,0,0,0,0,0,0,74.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
有馬温泉,兵庫県,神戸市北区,有馬町,http://www.arima-onsen.com,4.22,21059,40,37,33,26,15,37,13,True,True,False,False,True,True,False,True,False,False,34.7945649,135.2466489,兵庫,0,135.0,26.0,35.0,34.0,56.0,51.0,0,井戸,温泉・鉱泉,0,0,0,15.1,0,0,6.2,0.0,0,0,0,0.0,0,0,0,0,0,2.21,735.0,5.37,0,0,0,73.5,688.0,0,0,0,0,0,0,0.9,0,0,0,0,2.7,912.0,1.41,0,0,0,0,0,0,0,0.0,0,0,0,0,2680.0,0,0,0,0,0,0,0,0,83.2,0,18,0.0,0,2910.0,0,0,0,0,0,0,1981.11.29.,"有馬のNa-Ca-Cl-HCO3タイプの水の地球化学的特徴,地球化学ジャーナル,1985"
土肥温泉,静岡県,伊豆市,土肥,http://www.toi-annai.com,4.37,9945,37,35,17,21,4,30,3,True,True,False,False,True,True,False,False,False,False,34.911947,138.791034,静岡県,三養荘№1,138.0,55.0,32.0,35.0,1.0,38.0,0,不明,温泉・鉱泉,0,0,0,53.0,0,0,8.9,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.9,16.0,0,0,0,0,0,0,0,0,0,0,0,0,93.6,0,0,0,0,0,0,0,0,186,0,0,0,0,32.9,9.4,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"本邦諸温泉の地質学的研究,地調報告,1962"
飛騨高山温泉,岐阜県,高山市,西之一色町二丁目,,4.28,22746,36,35,28,21,9,35,5,True,True,True,False,True,False,False,False,False,False,36.1420085,137.2451486,岐阜県,0,137.0,31.0,50.0,36.0,14.0,10.0,0,不明,温泉・鉱泉,0,0,0,97.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,285.4,30.84,0,0,0,7.7010000000000005,5.553,0,0,0,0,0,0,0,0,0,0,0,0,286.9,0,0,0.17,0,0,0,0,0,39.56,0,0,0,0,299.3,17.64,0,0,4.907,0,0,0,0,0,0,8.384,0.0,0.027000000000000003,0.722,0,0,0,0,0,0,1973-10-05 00:00:00,奥飛騨温泉郷でのラドン測定と保健物理学的考察，温泉科学，1979
伊豆長岡温泉,静岡県,伊豆の国市,古奈,http://izuspa.com,4.21,17313,35,34,33,31,9,34,2,True,False,False,True,False,False,False,False,False,False,35.0311334,138.9322317,静岡県,熱海市,139.0,4.0,13.0,35.0,5.0,52.0,0,井戸,温泉・鉱泉,300.0,0,0,63.0,0,0,8.0,0.0,0,0,0,9300.0,0,0,0,0,0,0,555.0,15.1,0,0,0,1.7,980.6,0,0,0.6,0,0,0,0.7,0,0,0,0,0,2155.8,0,0,0,0,0,0,0,0,629.2,0,0,0,0,21.4,0,0,0,0,0,0,0,0,0,0,8.2,0.0,0,0,0,0,0,0,0,0,1964,"熱海温泉の熱水系について,地調月報,1969"
南阿蘇温泉,熊本県,南阿蘇村,大字久石,http://minamiaso-onsen.jp,4.39,9791,40,34,13,16,8,35,3,True,False,True,True,True,True,True,False,False,False,32.929869,131.042581,熊本県,豊肥地域,131.0,5.0,50.0,33.0,4.0,10.0,0,井戸,温泉・鉱泉,0,0,0,42.1,0,0,6.5,0.0,0,0,0,0.0,0,0,0,0,0,0,128.0,33.2,0,0,0,28.0,59.8,0,0,0,0,0,0,0,0,0,0,0,0,155.0,0,0,0,0,0,0,0,0,124.0,0,0,0,0,106.0,0.0,0,0,0,0,0,0,0,148.0,0,0,0.0,0,0,0,0,0,0,0,mg/L,0,"地熱流体の化学に基づく豊肥地域熱水系の概念的モデル,地質調査所報告,1985"
飯坂温泉,福島県,福島市,飯坂町,http://www.iizaka.com,3.83,7750,38,33,27,10,3,33,0,True,False,False,False,False,True,False,False,False,False,37.8363234,140.4504103,福島県,福島県相馬郡新地町,140.0,56.0,50.0,37.0,50.0,33.0,0,井戸,温泉・鉱泉,240.0,0,0,21.4,223,0,8.1,0.0,0,0,0,0.0,0,0,0,0,0,0,66.5,3.0,0,0,0,0.3,0.9,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,9.6,0,0,0,0,172.3,0,0,0,0,0,0,0,0,51.5,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
蔵王温泉,山形県,山形市,蔵王温泉,http://www.zao-spa.or.jp,4.39,12052,37,32,19,21,5,32,1,False,True,False,True,True,True,True,True,False,False,38.164156,140.393245,山形県,御所山地区,140.0,32.0,50.0,38.0,24.0,40.0,0,湧泉,温泉・鉱泉,0,0,0,12,0,0,3.9,0.0,0,0,0,198.5,0,0,0,0,0,0,3.5,0.6,0,0,0,5.3,19.6,0,0,0,0,3.7,0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1966/8,山形県の温泉に関する研究（第１２報），山形県衛研所報，1969
塩原温泉,栃木県,那須塩原市,塩原,http://www.siobara.or.jp/,4.21,10416,36,32,21,23,3,27,1,True,True,True,False,False,True,False,False,False,False,36.9557312,139.8287983,栃木県,那須郡那須町,140.0,0.0,36.0,37.0,5.0,15.0,0,不明,温泉・鉱泉,0,0,0,63.7,845.0,0,2.3,0.0,0,0,0,0.0,0,0,0,0,0,0,28.0,7.4,0,0,0,19.6,66.4,0,0,0,0,0,0,0,0,0,0,0,0,99.0,0,0,0,0,0,0,0,0,667.0,0,0,0,0,0,0,0,0,0,0,0,0,0,208.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
四万温泉,群馬県,中之条町,大字四万,http://shimaonsen.com,4.31,11182,32,32,17,26,1,32,3,True,True,True,False,True,True,False,False,False,False,36.6765806,138.782647,群馬県,高半,138.0,59.0,10.0,36.0,48.0,30.0,0,不明,温泉・鉱泉,0,0,0,61.0,0,0,8.3,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,115,0,0,0,0,22,1.5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"本邦諸温泉の地質学的研究,地調報告,1962"
夕日ヶ浦温泉,京都府,京丹後市,網野町浜詰,,4.38,4042,32,31,23,19,0,30,9,True,False,False,False,False,False,False,False,False,False,35.6615157263184,134.966873168945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新穂高温泉,岐阜県,高山市,奥飛騨温泉郷神坂,http://shinhotaka.com,4.37,2233,36,30,14,29,1,28,0,True,True,True,True,False,False,False,False,False,False,36.2542236,137.5467826,岐阜県,0,137.0,34.0,33.0,36.0,16.0,51.0,0,湧泉,温泉・鉱泉,0,0,0,48.0,0,0,7.7,0.0,0,0,0,0.0,0,0,0,0,0,0,68.05,8.21,0,0,0,0.73,15.23,0,0,0,0,0,0,0,0,0,0,0,0,72.32,0,0,0,0,0,0,0,0,12.97,0,0,0,0,95.8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1977.7.19.,"焼岳地域の温泉水の同位体組成，化学組成および地下温度について,日本地熱学会誌,1980"
遠刈田温泉,宮城県,不明,不明,http://togatta.jp,4.38,5693,30,29,17,16,4,28,3,True,True,True,True,True,True,False,True,False,False,38.108273996582,140.564270019531,宮城県,名取市増田,140.0,53.0,40.0,38.0,10.0,28.0,0,不明,温泉・鉱泉,0,0,0,36.2,0,0,7.5-8.5,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,秋田地熱資源図説明書，地質調査所，1996
道後温泉,愛媛県,松山市,道後鷺谷町,http://www.dogo.or.jp/,4.39,21486,29,29,20,18,4,29,3,True,False,False,False,False,False,False,False,False,False,33.851718,132.787413,愛媛,今治市長沢字芋尻甲517,132.0,56.0,46.03000000005296,34.0,3.0,22.17000000002827,0,井戸,温泉・鉱泉,500,0,27.9,25.4,206,0,8.4,0.0,0,0,0,487.1,0,0,0,0,0,0.215,181.9,3.2569999999999997,0,0,0,3.664,7.134,0,0,0,0,0,0,0,0,0,0,0,12.27,8.16,0,0,0.068,0,0,0,0,0,0.768,0,0,0,0,455.1,6.771,0,0,0,0,0,0,0,0,0,6.356,0.0,0,4.392,0,0,0,0,0,0,1975.6.16.,"昭和５０年度温水分析成績,愛媛衛研年報,1976"
黒川温泉,熊本県,南小国町,大字満願寺,http://www.kurokawaonsen.or.jp,4.58,6286,32,29,20,26,4,29,2,True,True,True,True,True,True,True,False,False,False,33.0642164,131.1509484,熊本県,豊肥地域雀の地獄,131.0,10.0,0.0,33.0,4.0,30.0,0,井戸,温泉・鉱泉,0,0,0,8.5,0,0,1.6,0.0,0,0,0,0,0,0,0,0,0,0,6.98,5.62,0,0,0,6.18,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,119.0,0,0,0.0,0,0,0,0,0,0,0,mg/L,0,"地熱流体の化学に基づく豊肥地域熱水系の概念的モデル,地質調査所報告,1985"
片品温泉,群馬県,片品村,大字土出,,4.41,1054,30,28,18,4,2,26,0,True,False,False,True,False,False,False,False,False,False,36.804691,139.233938,群馬県,利根郡片品村,139.0,19.0,58.0,36.0,51.0,52.0,0,不明,温泉・鉱泉,0,0,0,38.5,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,734.5,18.8,0,0,0,163,96.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1735,0,0,0,0,0,0,0,0,52.4,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,"新潟地熱資源図説明書,地質調査所,1993"
戸倉上山田温泉,長野県,千曲市,上山田温泉一丁目,http://chikuma-kanko.com/modules/contents/index.php?content_id=4,4.17,10263,32,28,27,20,8,28,3,True,False,False,True,False,False,False,False,False,False,36.4778838293457,138.144714355469,長野県,下水内郡豊田村,138.0,19.0,1.0,36.0,43.0,56.0,0,不明,温泉・鉱泉,0,0,0,32.5,160.0,0,7.9,0.0,0,0,0,0,0,0,0,0,0,0,103.4,9.4,0,0,0,3.7,11.7,0,0,0,0,0,0,0,0,0,0,0,0,80.9,0,0,0,0,0,0,0,0,2.8,0,0,0,0,194.6,0,0,0,0,0,0,0,0,78.8,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
上諏訪温泉,長野県,諏訪市,高島二丁目,http://www.suwako-onsen.com,4.20,18501,29,28,18,15,3,26,2,True,False,True,True,False,False,False,False,False,False,36.0638831,138.1073154,長野県,新湯,138.0,5.0,50.0,36.0,4.0,30.0,0,井戸,温泉・鉱泉,0,0,21.3,48.1,0,0,7.3,7.5,0,0,0,0,0,0,0,0,0,0,198.0,2.8,0,0,0,1.0,110.7,0,0,0,0,0,0,0.0,0,0,0,0,0,218.0,0,0,0,0,0,0,0,0,461.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1981,"諏訪地方の温泉,温泉科学,1983"
渋温泉,長野県,山ノ内町,大字平穏,http://www.shibuonsen.net,4.22,4632,30,27,16,13,1,24,1,True,True,False,True,True,True,False,True,False,False,36.734502,138.43227,長野県,下水内郡栄村,138.0,38.0,5.0,36.0,51.0,4.0,0,不明,温泉・鉱泉,0,0,0,45,18.0,0,6.7,0.0,0,0,0,0,0,0,0,0,0,0,5664.0,329.4,0,0,0,284.7,1829.0,0,0,0,0,0,0,0,0,0,0,0,0,11180.0,0,0,0,0,0,0,0,0,1202.0,0,0,0,0,1577.0,0,0,0,0,0,0,0,0,101.5,0,0,0.0,0,0,0,0,0,0,0,0,0,新潟地熱資源図説明書，地質調査所，1993
越前玉川温泉,福井県,越前町,茂原,,4.42,1590,30,27,12,2,0,27,6,True,True,True,False,False,True,False,False,False,False,35.8935596,135.9956754,福井県,芦原町温泉５丁目２０１,136.0,12.0,3.0,36.0,13.0,29.0,0,井戸,温泉・鉱泉,0,0,0,65.5,17.28,0,6.42,0.0,0,1.0062,0,9212.8,0,0,0,0,0,0,2250.0,119.99,0,0,0,5.19,1087.25,0,0,0,0,0,0,0,0,0,0,0,0,4941.73,0,0,0,0,0,0,0,0,748.04,0,0,0,0,39.11,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,7.41,0,0,0,0,0,0,1971.4.5.,"福井県下の温泉,福井衛研研究報告,1973"
雲見温泉,静岡県,松崎町,雲見,http://kumomikankou.com,4.38,1341,28,26,10,10,0,20,0,True,True,False,False,False,True,False,False,False,False,34.72444,138.745373,静岡県,根の湯,138.0,55.0,47.0,34.0,58.0,3.0,0,井戸,温泉・鉱泉,0,0,0,0,0,0,8.2,0.0,0,0,0,763.3560000000001,0,0,0,0,0,0,171.8,3.749,0,0,0,1.383,50.71,0,0,0,0,0,0,0,0,0,0,0,0,186.8,0,0,0,0,0,0,0,0,142.8,0,0,0,0,123,1.2429999999999999,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1952,"伊豆修善寺温泉地域の地質及び温泉,地質学雑誌,1959"
弓ヶ浜温泉,静岡県,南伊豆町,湊,,4.30,1375,26,26,5,7,0,21,0,True,True,False,False,False,True,False,False,False,False,34.6367697851562,138.890686035156,静岡県,加茂郡東伊豆町,139.0,4.0,28.0,34.0,50.0,37.0,0,井戸,温泉・鉱泉,0,0,0,45.0,0,0,8.4,0.0,0,0,0,1244.0,0,0,0,0,0,0,355.0,6,0,0,0,2.4,25.9,0,0,0,0,0,0,0,0,0,0,0,0,429.4,0,0,0,0,0,0,0,0,208.3,0,0,0,0,160.4,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1973,"熱川温泉および周辺地域の地温と化学成分,地熱,1978"
湯の川温泉,北海道,函館市,湯川町一丁目,http://hakodate-yunokawa.jp,4.24,11967,26,25,22,18,8,25,4,False,True,False,False,False,False,False,False,False,False,41.778593,140.789076,北海道,南茅部町臼尻,140.0,57.0,5.0,41.0,56.0,0.0,0,湧泉,温泉・鉱泉,0,0,0,69.5,44,0,6.3,8.1,0,0,0,2384.0,0,0,0,0,0,0,527.0,51.6,0,0,0,59.2,171.1,0,0,0.17,2.11,0.08,0,0.08,0,0.01,0,0,1.72,688.3,0,0,0,0,0,0,0,0,501.9,0,0,0,0,505.1,0,0,0,0,0,0,0,0,46.6,0,68.2,0.0,28.12,132.2,0,0.804,0,0,0,0,1970-06-30 00:00:00,"北海道の地熱・温泉（A）西南北海道中南部,北海道立地下資源調査所,1976"
新那須温泉,栃木県,那須町,大字湯本,http://www.nasuonsen.com,4.04,10106,26,25,15,13,4,25,3,True,True,True,True,False,False,True,False,False,False,37.0834479467773,140.01416015625,栃木県,那須郡那須町,140.0,0.0,16.0,37.0,6.0,16.0,0,不明,温泉・鉱泉,0,0,0,34.0,559.0,0,7.6,0,0,0,0,0,0,0,0,0,0,0,54.6,18.2,0,0,0,24.5,53.3,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,163.0,0,0,0,0,133.0,0,0,0,0,0,0,0,0,137.0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
池の平温泉,新潟県,妙高市,大字関川,http://www.ikenotaira.jp,4.37,1169,28,25,11,2,1,24,0,True,True,True,True,False,True,False,False,False,False,36.867742,138.17782,新潟県,中頸城郡板倉町,138.0,18.0,54.0,37.0,0.0,45.0,0,不明,温泉・鉱泉,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,"新潟地熱資源図説明書,地質調査所,1993"
穂高温泉郷,長野県,安曇野市,穂高有明,http://www.hotakaonsen.com,4.35,1732,27,24,10,10,0,23,1,True,False,False,True,False,False,False,False,False,False,36.3747717,137.8302506,長野県,上水内郡中条村,138.0,2.0,58.0,36.0,38.0,23.0,0,不明,温泉・鉱泉,0,0,0,10.2,5.0,0,7.7,0,0,0,0,0,0,0,0,0,0,0,38.0,1.3,0,0,0,2.3,6.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,113.2,0,0,0,0,0,0,0,0,47.6,0,0,0.0,0,0,0,0,0,0,0,mg/kg,0,新潟地熱資源図説明書，地質調査所，1993
