都道府県名,所在地,東経(゜),東経(′),東経(″),北緯(゜),北緯(′),北緯(″),標高(ｍ),水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質(外観臭味),pH,RpH,Rn(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,EH,KMnO4消費,H+,Li+,Na+,K+,Rb+,Cs+,NH4+,Mg2+,Ca2+,Sr2+,Ba2+,Al3+,Mn2+,Fe2+,Fe3+,T-Fe,Cu2+,Zn2+,Pb2+,Si4+,F−,Cl−,Br−,I−,OH−,NO2−,NO3−,HS−,S2O32−,HSO4−,SO42−,SO32−,H2PO4−,HPO42−,PO43−,HCO3−,CO32−,HSiO3−,SiO32−,BO2−,H2SO4,H3PO4,HAsO2,AsO2-,SiO2,H2SiO3,HBO2,dis.O2,free H2S,free CO2,T-CO2,T-As,T-Hg,T-P,T-B,単位,調査日,文献名
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,484.2,,26.2,23.8,0.09513888888888888,,7.2,7.8,,,,,,,,,,,,,,,73.2,,,,,,,,,,,,,,,16350,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,1898,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,473.9,,27.7,24.8,1.611111111111111,,6.8,7.7,,,,,,,,101,,,,,,,47.7,182.6,233.5,,,,,9,,9,,,,,,13210,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.1,,242,1208,,,0.04,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,500,,28.6,30,6.633333333333334,,7.2,7.8,,,,,,,,70.2,,,,,,,12.2,220.7,299.4,,,,,4.28,,5.23,,,,,,13850,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.46,,66,760,,,0.03,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,320,,27.8,14.9,0.01736111111111111,,6.9,7.7,,,,,,,,,,,,,,,48.6,,,,,,,,,,,,,,,17910,,,,,,,,,,,,,,,,,,,,,,,,,,,,299,1860,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,470,,31.2,26.3,5.097222222222222,,7.4,7.7,,,,,,,,163,,,,,,,27.3,139.5,177.6,,,,,5.73,,4.72,,,,,,13390,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.15,,23.8,492,,,0.02,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,430,,34.3,16,0.1951388888888889,,7,7.7,,,,,,,,267,,,,,,,42.9,227.1,159.7,,,,,16.6,,17,,,,,,16800,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.31,,247,1175,,,0.03,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,436,,32.1,20.6,0.1111111111111111,,6.7,7.4,,,,,,,,,,,,,,,,,,,,,,9.05,,9.73,,,,,,15020,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.21,,616,1483,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,447.4,,,,3.351388888888889,,7.9,8,,,,,,,,142,,,,,,,25.3,335.2,159.7,,,,,2.5,,,,,,,,15390,49.8,18.4,,0,,,,,<1,,,,,,,,,,,,,,,,,0.001,,,667,,,0.02,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,416,,27.4,27.7,4.606944444444444,,7.4,7.6,,,,,,,,338,,,,,,,26.3,201.4,219.6,,,,,20.8,,23.2,,,,,,14900,,,,0,,,,,<1,,,,,,,,,,,,,,,,,0.07,,157.2,431,,,0.03,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,470.7,,27.6,15.7,0.3743055555555556,,7,7.6,,,,,,,,,,,,,,,36.2,,,,,,,,,,,,,,,13300,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,766,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
秋田県,南秋田郡黒川村,,,,,,,,井戸,油井,450.1,,,,1.066666666666667,,7.2,7.5,,,,,,,,,,,,,,,27.6,,,,,,,,,,,,,,,16180,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,1012,,,,,,1953/8,秋田県黒川油田地化学調査報告，地調月報， 1955
